epoch,train_loss,train_heatmap_loss,train_presence_loss,train_center_mae_px,val_loss,val_heatmap_loss,val_presence_loss,val_center_mae_px,test_loss,test_heatmap_loss,test_presence_loss,test_presence_combined_loss,test_center_mae_px
87,0.33938294649124146,0.09220078587532043,0.201081782579422,0.27384501695632935,,,,,,,,,
88,0.3319999575614929,0.08916659653186798,0.19825005531311035,0.2564717233181,,,,,,,,,
89,0.337971031665802,0.0936916247010231,0.19743357598781586,0.276478111743927,,,,,,,,,
90,0.34078580141067505,0.09356600791215897,0.2004368007183075,0.26993709802627563,7.5968977610270185,4.413158416748047,0.9771596590677897,9.405402501424154,21.482569376627605,13.681617736816406,0.9601427714029948,0.9601427714029948,28.19367218017578
91,0.37647560238838196,0.11533001065254211,0.20348060131072998,0.30896928906440735,,,,,,,,,
92,0.44334885478019714,0.160404235124588,0.20274251699447632,0.4140803813934326,,,,,,,,,
93,0.3915206789970398,0.12632019817829132,0.20204037427902222,0.3310977816581726,,,,,,,,,
94,0.3436972498893738,0.09520094096660614,0.20089584589004517,0.25734642148017883,,,,,,,,,
95,0.3158615827560425,0.07910916954278946,0.1971978396177292,0.2196655422449112,,,,,,,,,
96,0.3218469023704529,0.08505312353372574,0.19426722824573517,0.24168021976947784,,,,,,,,,
97,0.32794129848480225,0.08862725645303726,0.19500038027763367,0.24149762094020844,,,,,,,,,
98,0.3244569003582001,0.0862421914935112,0.19509361684322357,0.2489495873451233,,,,,,,,,
99,0.3120724558830261,0.07907340675592422,0.1934623420238495,0.22019211947917938,,,,,,,,,
100,0.3269091546535492,0.08701462298631668,0.19638720154762268,0.23897722363471985,6.566875457763672,3.8275648752848306,0.825528621673584,7.687020619710286,22.02147928873698,13.995892842610678,1.027639389038086,1.027639389038086,29.077728271484375
