threshold,precision,recall,pr_auc
0.5650000000000001,1.0,0.0,0.4950716563253876
0.5700000000000001,1.0,0.0,0.4950716563253876
0.5750000000000001,1.0,0.0,0.4950716563253876
0.58,1.0,0.0,0.4950716563253876
0.585,1.0,0.0,0.4950716563253876
0.59,1.0,0.0,0.4950716563253876
0.595,1.0,0.0,0.4950716563253876
0.6,1.0,0.0,0.4950716563253876
0.605,1.0,0.0,0.4950716563253876
0.61,1.0,0.0,0.4950716563253876
0.615,1.0,0.0,0.4950716563253876
0.62,1.0,0.0,0.4950716563253876
0.625,1.0,0.0,0.4950716563253876
0.63,1.0,0.0,0.4950716563253876
0.635,1.0,0.0,0.4950716563253876
0.64,1.0,0.0,0.4950716563253876
0.645,1.0,0.0,0.4950716563253876
0.65,1.0,0.0,0.4950716563253876
