threshold,tpr,fpr,roc_auc
0.5700000000000001,0.0,0.0,0.5528458219561716
0.5750000000000001,0.0,0.0,0.5528458219561716
0.58,0.0,0.0,0.5528458219561716
0.585,0.0,0.0,0.5528458219561716
0.59,0.0,0.0,0.5528458219561716
0.595,0.0,0.0,0.5528458219561716
0.6,0.0,0.0,0.5528458219561716
0.605,0.0,0.0,0.5528458219561716
0.61,0.0,0.0,0.5528458219561716
0.615,0.0,0.0,0.5528458219561716
0.62,0.0,0.0,0.5528458219561716
0.625,0.0,0.0,0.5528458219561716
0.63,0.0,0.0,0.5528458219561716
0.635,0.0,0.0,0.5528458219561716
0.64,0.0,0.0,0.5528458219561716
0.645,0.0,0.0,0.5528458219561716
0.65,0.0,0.0,0.5528458219561716
0.655,0.0,0.0,0.5528458219561716
0.66,0.0,0.0,0.5528458219561716
