threshold,precision,recall,pr_auc
0.41000000000000003,0.42995839112343964,0.29300567107750475,0.473483084285608
0.41500000000000004,0.42907058001397624,0.29017013232514177,0.473483084285608
0.42,0.4265536723163842,0.28544423440453687,0.473483084285608
0.425,0.4271356783919598,0.28119092627599246,0.473483084285608
0.43,0.42485549132947975,0.277882797731569,0.473483084285608
0.435,0.42419825072886297,0.27504725897920607,0.473483084285608
0.44,0.42321822189566494,0.2722117202268431,0.473483084285608
0.445,0.4211309523809524,0.2674858223062382,0.473483084285608
0.45,0.4205397301349325,0.2651228733459357,0.473483084285608
0.455,0.41874527588813304,0.2618147448015123,0.473483084285608
0.46,0.41603053435114506,0.2575614366729679,0.473483084285608
0.465,0.41190108191653785,0.251890359168242,0.473483084285608
0.47000000000000003,0.4095536413469068,0.24716446124763705,0.473483084285608
0.47500000000000003,0.4076130055511499,0.24291115311909262,0.473483084285608
0.48,0.4065757818765036,0.2396030245746692,0.473483084285608
0.485,0.40516545601291365,0.23724007561436672,0.473483084285608
0.49,0.40522875816993464,0.23440453686200377,0.473483084285608
0.495,0.40607054963084493,0.2339319470699433,0.473483084285608
0.5,0.4066115702479339,0.23251417769376181,0.473483084285608
0.505,0.40466278101582015,0.22967863894139887,0.473483084285608
0.51,0.40318524727577537,0.2273156899810964,0.473483084285608
0.515,0.40321217244294166,0.22542533081285443,0.473483084285608
0.52,0.4028960817717206,0.22353497164461247,0.473483084285608
0.525,0.4043103448275862,0.22164461247637052,0.473483084285608
0.53,0.40226876090750435,0.21786389413988658,0.473483084285608
0.535,0.4010600706713781,0.21455576559546313,0.473483084285608
0.54,0.40160284951024044,0.21313799621928167,0.473483084285608
0.545,0.3990990990990991,0.20935727788279773,0.473483084285608
0.55,0.39981867633726204,0.20841209829867674,0.473483084285608
0.555,0.3987167736021998,0.2055765595463138,0.473483084285608
0.56,0.39981447124304265,0.20368620037807184,0.473483084285608
0.5650000000000001,0.40037243947858475,0.20321361058601134,0.473483084285608
0.5700000000000001,0.40131578947368424,0.20179584120982988,0.473483084285608
0.5750000000000001,0.4017094017094017,0.1999054820415879,0.473483084285608
0.58,0.404418828049952,0.19896030245746693,0.473483084285608
0.585,0.40388349514563104,0.19659735349716445,0.473483084285608
0.59,0.4060963618485742,0.195179584120983,0.473483084285608
0.595,0.40615690168818275,0.19328922495274103,0.473483084285608
0.6,0.406,0.19187145557655955,0.473483084285608
0.605,0.40468909276248727,0.1876181474480151,0.473483084285608
0.61,0.4061855670103093,0.18620037807183365,0.473483084285608
0.615,0.40729166666666666,0.18478260869565216,0.473483084285608
0.62,0.4084656084656085,0.1824196597353497,0.473483084285608
0.625,0.41119483315392896,0.18052930056710775,0.473483084285608
0.63,0.41458106637649617,0.18005671077504726,0.473483084285608
0.635,0.4136413641364136,0.1776937618147448,0.473483084285608
0.64,0.41333333333333333,0.17580340264650285,0.473483084285608
0.645,0.41216216216216217,0.17296786389413987,0.473483084285608
0.65,0.4129692832764505,0.1715500945179584,0.473483084285608
0.655,0.41522491349480967,0.17013232514177692,0.473483084285608
0.66,0.41637426900584795,0.16824196597353497,0.473483084285608
0.665,0.4159713945172825,0.16493383742911152,0.473483084285608
0.67,0.41849148418491483,0.16257088846880907,0.473483084285608
0.675,0.41935483870967744,0.15973534971644612,0.473483084285608
0.68,0.41854636591478694,0.15784499054820417,0.473483084285608
0.685,0.41968911917098445,0.15311909262759923,0.473483084285608
0.6900000000000001,0.42251655629139073,0.15075614366729678,0.473483084285608
0.6950000000000001,0.42645074224021595,0.14933837429111532,0.473483084285608
0.7000000000000001,0.42955801104972374,0.14697542533081284,0.473483084285608
0.705,0.4340425531914894,0.1446124763705104,0.473483084285608
0.71,0.43722943722943725,0.14319470699432893,0.473483084285608
0.715,0.44477172312223856,0.14272211720226843,0.473483084285608
0.72,0.4452773613193403,0.14035916824196598,0.473483084285608
0.725,0.4493865030674847,0.138468809073724,0.473483084285608
0.73,0.447900466562986,0.13610586011342155,0.473483084285608
0.735,0.44761904761904764,0.1332703213610586,0.473483084285608
0.74,0.4554294975688817,0.1327977315689981,0.473483084285608
0.745,0.45394736842105265,0.13043478260869565,0.473483084285608
0.75,0.45805369127516776,0.1290170132325142,0.473483084285608
0.755,0.4680483592400691,0.1280718336483932,0.473483084285608
0.76,0.4716312056737589,0.12570888468809074,0.473483084285608
0.765,0.4781818181818182,0.12429111531190926,0.473483084285608
0.77,0.4869402985074627,0.12334593572778828,0.473483084285608
0.775,0.4895238095238095,0.12145557655954631,0.473483084285608
0.78,0.49411764705882355,0.11909262759924386,0.473483084285608
