threshold,tpr,fpr,roc_auc
0.27,0.00945179584120983,0.1396604938271605,0.4120313849214684
0.275,0.008506616257088847,0.13541666666666666,0.4120313849214684
0.28,0.008506616257088847,0.13348765432098766,0.4120313849214684
0.28500000000000003,0.007561436672967864,0.12962962962962962,0.4120313849214684
0.29,0.006143667296786389,0.12770061728395063,0.4120313849214684
0.295,0.004725897920604915,0.12692901234567902,0.4120313849214684
0.3,0.004253308128544423,0.1246141975308642,0.4120313849214684
0.305,0.003780718336483932,0.12268518518518519,0.4120313849214684
0.31,0.0033081285444234404,0.12075617283950617,0.4120313849214684
0.315,0.001890359168241966,0.11844135802469136,0.4120313849214684
0.32,0.0014177693761814746,0.11419753086419752,0.4120313849214684
0.325,0.0014177693761814746,0.1111111111111111,0.4120313849214684
0.33,0.0004725897920604915,0.10841049382716049,0.4120313849214684
0.335,0.0004725897920604915,0.10609567901234568,0.4120313849214684
0.34,0.0004725897920604915,0.10378086419753087,0.4120313849214684
0.34500000000000003,0.0,0.10185185185185185,0.4120313849214684
0.35000000000000003,0.0,0.09953703703703703,0.4120313849214684
0.355,0.0,0.09837962962962964,0.4120313849214684
0.36,0.0,0.09760802469135803,0.4120313849214684
0.365,0.0,0.09452160493827161,0.4120313849214684
0.37,0.0,0.09066358024691358,0.4120313849214684
0.375,0.0,0.08834876543209877,0.4120313849214684
0.38,0.0,0.08719135802469136,0.4120313849214684
0.385,0.0,0.08333333333333333,0.4120313849214684
0.39,0.0,0.08179012345679013,0.4120313849214684
0.395,0.0,0.08024691358024691,0.4120313849214684
0.4,0.0,0.07947530864197531,0.4120313849214684
0.405,0.0,0.0787037037037037,0.4120313849214684
0.41000000000000003,0.0,0.07600308641975309,0.4120313849214684
0.41500000000000004,0.0,0.07368827160493827,0.4120313849214684
0.42,0.0,0.07253086419753087,0.4120313849214684
0.425,0.0,0.07021604938271606,0.4120313849214684
0.43,0.0,0.06905864197530864,0.4120313849214684
0.435,0.0,0.06867283950617284,0.4120313849214684
0.44,0.0,0.06828703703703703,0.4120313849214684
0.445,0.0,0.06674382716049383,0.4120313849214684
0.45,0.0,0.06404320987654322,0.4120313849214684
0.455,0.0,0.0625,0.4120313849214684
0.46,0.0,0.062114197530864196,0.4120313849214684
0.465,0.0,0.061342592592592594,0.4120313849214684
0.47000000000000003,0.0,0.06095679012345679,0.4120313849214684
0.47500000000000003,0.0,0.058256172839506175,0.4120313849214684
0.48,0.0,0.05632716049382716,0.4120313849214684
0.485,0.0,0.05439814814814815,0.4120313849214684
0.49,0.0,0.053626543209876545,0.4120313849214684
0.495,0.0,0.05324074074074074,0.4120313849214684
0.5,0.0,0.05169753086419753,0.4120313849214684
0.505,0.0,0.05169753086419753,0.4120313849214684
0.51,0.0,0.050540123456790126,0.4120313849214684
0.515,0.0,0.05015432098765432,0.4120313849214684
0.52,0.0,0.04822530864197531,0.4120313849214684
0.525,0.0,0.0470679012345679,0.4120313849214684
0.53,0.0,0.0470679012345679,0.4120313849214684
0.535,0.0,0.046296296296296294,0.4120313849214684
0.54,0.0,0.04552469135802469,0.4120313849214684
0.545,0.0,0.044753086419753084,0.4120313849214684
0.55,0.0,0.04398148148148148,0.4120313849214684
0.555,0.0,0.043209876543209874,0.4120313849214684
0.56,0.0,0.04243827160493827,0.4120313849214684
0.5650000000000001,0.0,0.04243827160493827,0.4120313849214684
0.5700000000000001,0.0,0.040123456790123455,0.4120313849214684
0.5750000000000001,0.0,0.03896604938271605,0.4120313849214684
0.58,0.0,0.03819444444444445,0.4120313849214684
0.585,0.0,0.037037037037037035,0.4120313849214684
0.59,0.0,0.036265432098765434,0.4120313849214684
0.595,0.0,0.034722222222222224,0.4120313849214684
0.6,0.0,0.03433641975308642,0.4120313849214684
0.605,0.0,0.03433641975308642,0.4120313849214684
0.61,0.0,0.03433641975308642,0.4120313849214684
0.615,0.0,0.033179012345679014,0.4120313849214684
0.62,0.0,0.03202160493827161,0.4120313849214684
0.625,0.0,0.030864197530864196,0.4120313849214684
0.63,0.0,0.030478395061728395,0.4120313849214684
0.635,0.0,0.030478395061728395,0.4120313849214684
0.64,0.0,0.03009259259259259,0.4120313849214684
0.645,0.0,0.02854938271604938,0.4120313849214684
0.65,0.0,0.027777777777777776,0.4120313849214684
0.655,0.0,0.02700617283950617,0.4120313849214684
0.66,0.0,0.02507716049382716,0.4120313849214684
0.665,0.0,0.024305555555555556,0.4120313849214684
0.67,0.0,0.023148148148148147,0.4120313849214684
0.675,0.0,0.022762345679012346,0.4120313849214684
0.68,0.0,0.022376543209876542,0.4120313849214684
0.685,0.0,0.02044753086419753,0.4120313849214684
0.6900000000000001,0.0,0.02044753086419753,0.4120313849214684
0.6950000000000001,0.0,0.019675925925925927,0.4120313849214684
0.7000000000000001,0.0,0.018518518518518517,0.4120313849214684
0.705,0.0,0.018132716049382717,0.4120313849214684
0.71,0.0,0.017746913580246913,0.4120313849214684
0.715,0.0,0.016203703703703703,0.4120313849214684
0.72,0.0,0.015817901234567902,0.4120313849214684
0.725,0.0,0.015432098765432098,0.4120313849214684
0.73,0.0,0.015046296296296295,0.4120313849214684
0.735,0.0,0.014660493827160493,0.4120313849214684
0.74,0.0,0.013117283950617283,0.4120313849214684
0.745,0.0,0.01273148148148148,0.4120313849214684
0.75,0.0,0.011959876543209876,0.4120313849214684
0.755,0.0,0.011574074074074073,0.4120313849214684
