epoch,train_loss,train_heatmap_loss,train_presence_loss,train_center_mae_px,train_heatmap_focal_reg,val_loss,val_heatmap_loss,val_presence_loss,val_center_mae_px,val_heatmap_focal_reg,test_loss,test_heatmap_loss,test_presence_loss,test_presence_combined_loss,test_center_mae_px,test_heatmap_focal_reg,val_pred_x_mean_px,val_pred_x_var_px,val_pred_y_mean_px,val_pred_y_var_px,test_pred_x_mean_px,test_pred_x_var_px,test_pred_y_mean_px,test_pred_y_var_px
1,20.090904235839844,11.43307876586914,2.660048484802246,22.904205322265625,0.2812376320362091,,,,,,,,,,,,,,,,,,,
2,13.013191223144531,7.3224334716796875,1.9303333759307861,14.866873741149902,0.09920942783355713,,,,,,,,,,,,,,,,,,,
3,5.375181198120117,2.5951120853424072,1.4508174657821655,5.377019882202148,0.03169538825750351,,,,,,,,,,,,,,,,,,,
4,2.8166117668151855,1.0890196561813354,1.1557908058166504,2.3687856197357178,0.027291491627693176,,,,,,,,,,,,,,,,,,,
5,2.328941822052002,0.9650536775588989,0.8493526577949524,2.058079481124878,0.032008618116378784,,,,,,,,,,,,,,,,,,,
6,1.7631313800811768,0.6835375428199768,0.699457049369812,1.4901878833770752,0.03836815059185028,,,,,,,,,,,,,,,,,,,
7,1.5162899494171143,0.5455593466758728,0.6552043557167053,1.196328043937683,0.04274653643369675,,,,,,,,,,,,,,,,,,,
8,1.6088839769363403,0.6097217798233032,0.6496115326881409,1.2925575971603394,0.04468979313969612,,,,,,,,,,,,,,,,,,,
9,1.4338423013687134,0.4949701726436615,0.6471788883209229,1.0579323768615723,0.044208116829395294,,,,,,,,,,,,,,,,,,,
10,1.491429090499878,0.5348271131515503,0.646289587020874,1.1185884475708008,0.04289873689413071,6.440050760904948,3.818148930867513,0.6701423327128092,7.666553497314453,0.045996988015771005,12.62585194905599,7.941094080607097,0.6580535570780436,0.6580535570780436,16.28020985921224,0.05181502456468199,107.66894863791147,774.7565608791228,108.19723089292471,83.5022463993937,114.52978005226481,538.0470769986605,115.2185594512195,111.01543951889653
11,1.6583853960037231,0.6460546255111694,0.6476894617080688,1.3403148651123047,0.041613951325416565,,,,,,,,,,,,,,,,,,,
12,1.4958882331848145,0.5373959541320801,0.649045467376709,1.1311324834823608,0.04074884206056595,,,,,,,,,,,,,,,,,,,
13,1.2803897857666016,0.3978278636932373,0.6426515579223633,0.8468221426010132,0.04099641367793083,,,,,,,,,,,,,,,,,,,
14,1.1812593936920166,0.33607664704322815,0.6356632709503174,0.7151676416397095,0.041481196880340576,,,,,,,,,,,,,,,,,,,
15,1.0457072257995605,0.24877366423606873,0.630743145942688,0.5389328002929688,0.04180368408560753,,,,,,,,,,,,,,,,,,,
16,1.052079439163208,0.256224662065506,0.6259578466415405,0.5471028089523315,0.04178474470973015,,,,,,,,,,,,,,,,,,,
17,1.006428837776184,0.22930724918842316,0.6210218667984009,0.49303317070007324,0.04144607484340668,,,,,,,,,,,,,,,,,,,
18,1.0151149034500122,0.23899050056934357,0.6153606176376343,0.5070571899414062,0.041268542408943176,,,,,,,,,,,,,,,,,,,
19,1.1435656547546387,0.3279762268066406,0.6105306148529053,0.6856863498687744,0.04107074812054634,,,,,,,,,,,,,,,,,,,
20,1.153238296508789,0.33616209030151367,0.6083959341049194,0.7011644244194031,0.040599219501018524,7.039737701416016,4.2228743235270185,0.6635738611221313,8.517531077067057,0.0455868568268805,12.026743570963541,7.551788330078125,0.6509697039922079,0.6509697039922079,15.407535552978516,0.046950590330835165,107.61466609912978,734.6629063584296,108.16624101399924,83.82215582840581,113.6823755988676,454.84970816315035,115.352787456446,100.494878989668
21,1.0949116945266724,0.30010920763015747,0.6046074628829956,0.6263943910598755,0.04014042019844055,,,,,,,,,,,,,,,,,,,
22,1.0508809089660645,0.27421870827674866,0.5993964672088623,0.5760948657989502,0.04015643149614334,,,,,,,,,,,,,,,,,,,
23,1.021322250366211,0.2600381374359131,0.5910074710845947,0.5461305379867554,0.04025756195187569,,,,,,,,,,,,,,,,,,,
24,1.018372654914856,0.2634093165397644,0.5831130743026733,0.5551658272743225,0.04014565795660019,,,,,,,,,,,,,,,,,,,
25,0.9684905409812927,0.23356954753398895,0.578691840171814,0.5035812854766846,0.03944434970617294,,,,,,,,,,,,,,,,,,,
26,0.9624928832054138,0.23251031339168549,0.5745251178741455,0.49076271057128906,0.03920239210128784,,,,,,,,,,,,,,,,,,,
27,0.995806872844696,0.2585919499397278,0.5687686204910278,0.5486509799957275,0.039150431752204895,,,,,,,,,,,,,,,,,,,
28,0.9017931818962097,0.19978460669517517,0.5629421472549438,0.4330943822860718,0.039174165576696396,,,,,,,,,,,,,,,,,,,
29,0.903741717338562,0.2045649290084839,0.5575639009475708,0.4395129382610321,0.03933040797710419,,,,,,,,,,,,,,,,,,,
30,0.9188250303268433,0.2179546058177948,0.5523611903190613,0.4622889757156372,0.039531879127025604,6.495352427164714,3.8531901041666665,0.6712004343668619,7.859497706095378,0.04918091955977826,12.565035502115885,7.914929707845052,0.6454772154490153,0.6454772154490153,16.149579366048176,0.04875254942879441,105.71864358683314,704.7337405740691,112.02889708664397,85.09488951381354,111.0884418554007,372.8058213308941,117.19433253484321,91.87605237460957
31,0.8589946627616882,0.18355074524879456,0.5439755916595459,0.4016095995903015,0.039692945778369904,,,,,,,,,,,,,,,,,,,
32,0.8602167963981628,0.1902291178703308,0.535272479057312,0.4122556447982788,0.039600614458322525,,,,,,,,,,,,,,,,,,,
33,1.0047941207885742,0.2925349473953247,0.5266772508621216,0.6172513961791992,0.039314523339271545,,,,,,,,,,,,,,,,,,,
34,1.0039782524108887,0.2927018105983734,0.526384711265564,0.6210358142852783,0.03854084387421608,,,,,,,,,,,,,,,,,,,
35,0.9193289279937744,0.23666182160377502,0.5262811779975891,0.5075564980506897,0.038055017590522766,,,,,,,,,,,,,,,,,,,
36,0.9114623069763184,0.2353634536266327,0.5203880667686462,0.5009096264839172,0.038029059767723083,,,,,,,,,,,,,,,,,,,
37,0.830292284488678,0.18788817524909973,0.5100799798965454,0.4162677526473999,0.038379933685064316,,,,,,,,,,,,,,,,,,,
38,0.7640661001205444,0.14873875677585602,0.5022000074386597,0.34477499127388,0.038757920265197754,,,,,,,,,,,,,,,,,,,
39,0.7927354574203491,0.17384691536426544,0.4928295314311981,0.38644468784332275,0.03913562744855881,,,,,,,,,,,,,,,,,,,
40,0.8528913259506226,0.22119052708148956,0.48165199160575867,0.47473663091659546,0.03945352882146835,7.221591949462891,4.330685615539551,0.678333600362142,8.766839981079102,0.0529060137440688,14.048567454020182,8.909566879272461,0.6342101097106934,0.6342101097106934,18.347910563151043,0.05309765821080668,104.37469258418464,559.2478007000464,112.67056848278472,87.30894555272607,105.61756859756098,241.005858591765,116.86080411585365,66.41047533336496
41,0.8189175128936768,0.20411723852157593,0.4731147289276123,0.444485604763031,0.03962700441479683,,,,,,,,,,,,,,,,,,,
42,0.7804363369941711,0.18275129795074463,0.4664873480796814,0.4088011384010315,0.0398220494389534,,,,,,,,,,,,,,,,,,,
43,0.8732662796974182,0.24960681796073914,0.458639919757843,0.5330363512039185,0.04021606594324112,,,,,,,,,,,,,,,,,,,
44,0.8854309320449829,0.26155853271484375,0.4531876742839813,0.5759484767913818,0.03990538790822029,,,,,,,,,,,,,,,,,,,
45,0.7769180536270142,0.1911008358001709,0.45062190294265747,0.4186561703681946,0.03964487463235855,,,,,,,,,,,,,,,,,,,
46,0.7322647571563721,0.16649898886680603,0.4427727460861206,0.37297242879867554,0.039743565022945404,,,,,,,,,,,,,,,,,,,
47,0.7000070810317993,0.15320023894309998,0.4298158586025238,0.3453865945339203,0.04039081186056137,,,,,,,,,,,,,,,,,,,
48,0.6966646909713745,0.15983451902866364,0.4158274531364441,0.3810882568359375,0.04108545929193497,,,,,,,,,,,,,,,,,,,
49,0.6898836493492126,0.1625029742717743,0.40418368577957153,0.3632901906967163,0.04194554686546326,,,,,,,,,,,,,,,,,,,
50,0.6930912733078003,0.17299136519432068,0.3907787501811981,0.3886418342590332,0.04282543808221817,8.136947631835938,4.922200520833333,0.7005801200866699,9.976021448771158,0.05994971513588552,14.14538319905599,8.969715118408203,0.6358165740966797,0.6358165740966797,18.640059153238933,0.05905528199927806,107.98276106696936,470.2840388010245,114.17723704124101,82.79123175311906,108.88052591463415,366.80285355616616,117.5951518945993,52.887219527234265
51,0.7096662521362305,0.1928403377532959,0.3770250976085663,0.43966034054756165,0.04338063672184944,,,,,,,,,,,,,,,,,,,
52,0.7039370536804199,0.19605669379234314,0.36609137058258057,0.4600476622581482,0.04376061260700226,,,,,,,,,,,,,,,,,,,
53,0.779492199420929,0.25345754623413086,0.3551422357559204,0.551464855670929,0.04416364058852196,,,,,,,,,,,,,,,,,,,
54,0.6613709330558777,0.18318182229995728,0.34218859672546387,0.4427325129508972,0.04440956562757492,,,,,,,,,,,,,,,,,,,
55,0.6678897142410278,0.1927262544631958,0.3340458273887634,0.4367765784263611,0.04475443810224533,,,,,,,,,,,,,,,,,,,
56,0.6547368764877319,0.19391310214996338,0.31810662150382996,0.44957470893859863,0.04576067253947258,,,,,,,,,,,,,,,,,,,
57,0.6179651618003845,0.17678308486938477,0.30598053336143494,0.42306211590766907,0.04680997133255005,,,,,,,,,,,,,,,,,,,
58,0.5813209414482117,0.15776097774505615,0.29699116945266724,0.3785845935344696,0.047688357532024384,,,,,,,,,,,,,,,,,,,
59,0.5603152513504028,0.1505216360092163,0.2860221564769745,0.3710271716117859,0.04851068556308746,,,,,,,,,,,,,,,,,,,
60,0.6209094524383545,0.19618433713912964,0.2771424651145935,0.4548121690750122,0.0494905523955822,8.892882029215494,5.402884801228841,0.7300612926483154,10.938870747884115,0.06505551376503017,15.049290974934896,9.585435231526693,0.6129643519719442,0.6129643519719442,19.37330373128255,0.06228616086924161,104.6688304010594,539.8063548844057,111.13087637154749,102.14171076242928,113.2511569033101,490.6327771350079,117.16395361498257,127.3083217382682
61,0.6064870953559875,0.19133101403713226,0.2693948745727539,0.45631128549575806,0.05009567737579346,,,,,,,,,,,,,,,,,,,
62,0.6219315528869629,0.2036343365907669,0.2661154866218567,0.4713597297668457,0.05036463588476181,,,,,,,,,,,,,,,,,,,
63,0.6023993492126465,0.19291549921035767,0.2628813087940216,0.45178383588790894,0.05014477297663689,,,,,,,,,,,,,,,,,,,
64,0.5506876707077026,0.16132044792175293,0.2585255801677704,0.39838844537734985,0.050181418657302856,,,,,,,,,,,,,,,,,,,
65,0.5421217083930969,0.15881434082984924,0.25336670875549316,0.3883909583091736,0.05053352192044258,,,,,,,,,,,,,,,,,,,
66,0.5066181421279907,0.13888852298259735,0.24712035059928894,0.34630751609802246,0.05116502195596695,,,,,,,,,,,,,,,,,,,
67,0.45908185839653015,0.11125075817108154,0.2402430772781372,0.3021482825279236,0.05196265131235123,,,,,,,,,,,,,,,,,,,
68,0.44770699739456177,0.1052689328789711,0.23723316192626953,0.288129061460495,0.05257047340273857,,,,,,,,,,,,,,,,,,,
69,0.47184595465660095,0.1233065277338028,0.23390744626522064,0.32319507002830505,0.052978724241256714,,,,,,,,,,,,,,,,,,,
