epoch,train_loss,train_heatmap_loss,train_presence_loss,val_loss,val_heatmap_loss,val_presence_loss,test_loss,test_heatmap_loss,test_presence_loss
1,11.341885566711426,4.4785356521606445,0.686335027217865,,,,,,
2,6.277292728424072,0.062199823558330536,0.621509313583374,7.140431722005208,0.023837963740030926,0.7116594314575195,,,
3,4.4048333168029785,0.014429271221160889,0.4390403926372528,,,,,,
4,2.6332955360412598,0.008478383533656597,0.262481689453125,10.22002919514974,0.0031293084224065146,1.0216899712880452,,,
5,2.1935410499572754,0.00373101606965065,0.21898099780082703,,,,,,
6,2.13437819480896,0.0019992911256849766,0.21323788166046143,9.08227793375651,0.0026351017877459526,0.9079642295837402,,,
7,2.1174821853637695,0.0017080045072361827,0.2115774303674698,,,,,,
8,2.1118197441101074,0.0012753759510815144,0.21105444431304932,9.928898493448893,0.001222852539891998,0.9927674929300944,,,
9,2.0804011821746826,0.0010820396710187197,0.20793190598487854,,,,,,
10,2.07505464553833,0.0009744532871991396,0.20740802586078644,9.137827555338541,0.001264074972520272,0.9136563142140707,,,
11,2.0827689170837402,0.0009407827747054398,0.20818279683589935,,,,,,
12,2.0795679092407227,0.0008985163294710219,0.20786693692207336,9.892595926920572,0.0010753762908279896,0.9891521135965983,,,
13,2.083691358566284,0.0008692262344993651,0.2082822173833847,,,,,,
14,2.080749034881592,0.0008618534775450826,0.20798873901367188,9.814524332682291,0.0010819088201969862,0.9813443024953207,,,
15,2.0798239707946777,0.0008442962425760925,0.20789794623851776,,,,,,
16,2.0703721046447754,0.0008228285587392747,0.2069549262523651,8.84994379679362,0.001045871836443742,0.8848897616068522,,,
17,2.070875406265259,0.0008108060574159026,0.20700648427009583,,,,,,
18,2.0746281147003174,0.0007943938253447413,0.20738337934017181,9.394408543904623,0.0009347124335666498,0.9393474260965983,,,
19,2.07201886177063,0.0007935370085760951,0.2071225345134735,,,,,,
20,2.0693001747131348,0.0007790901581756771,0.20685212314128876,9.117146809895834,0.0010091695003211498,0.9116137822469076,,,
21,2.0661802291870117,0.0007614725618623197,0.20654189586639404,,,,,,
22,2.057784080505371,0.0007607992738485336,0.20570233464241028,11.042229970296225,0.0009012908364335696,1.1041328112284343,,,
23,2.056236505508423,0.0007435271982103586,0.20554928481578827,,,,,,
24,2.0593905448913574,0.0007425301009789109,0.2058648020029068,9.3752810160319,0.0009486350851754347,0.9374332427978516,,,
25,2.0589187145233154,0.0007370514795184135,0.20581817626953125,,,,,,
26,2.060077667236328,0.0007267812616191804,0.20593507587909698,9.577007293701172,0.0008887419632325569,0.9576119581858317,,,
27,2.056281566619873,0.0007197970990091562,0.20555618405342102,,,,,,
28,2.0584821701049805,0.0007058081100694835,0.2057776302099228,11.591669718424479,0.0007728426717221737,1.1590898831685383,,,
29,2.053353786468506,0.0007015945157036185,0.20526520907878876,,,,,,
30,2.0522050857543945,0.0006946121575310826,0.2051510512828827,8.936969121297201,0.0009229207256187996,0.893604596455892,,,
31,2.0631093978881836,0.000690586632117629,0.2062418907880783,,,,,,
32,2.056344509124756,0.0006996897282078862,0.2055644541978836,8.999356587727865,0.0009738571631411711,0.8998381296793619,,,
33,2.0526039600372314,0.0006712711183354259,0.20519328117370605,,,,,,
34,2.0551910400390625,0.0006793724605813622,0.2054511457681656,11.411207834879557,0.0007128536235541105,1.1410495440165203,,,
35,2.040865898132324,0.0006779551622457802,0.20401878654956818,,,,,,
36,2.050689935684204,0.0006616388563998044,0.2050028294324875,8.691206614176432,0.0009230382274836302,0.8690284093221029,,,
37,2.04538631439209,0.0006589723052456975,0.20447273552417755,,,,,,
38,2.043057441711426,0.0006537123117595911,0.20424038171768188,10.203610102335611,0.0008131888074179491,1.0202797253926594,,,
39,2.043598175048828,0.0006536181317642331,0.20429442822933197,,,,,,
40,2.0456199645996094,0.0006591335404664278,0.2044960856437683,9.55841064453125,0.0008958274653802315,0.9557514190673828,,,
41,2.0453009605407715,0.0006352561758831143,0.2044665664434433,,,,,,
42,2.049042224884033,0.0006490388768725097,0.2048393189907074,9.317897160847982,0.0008983708297212919,0.9316999117533366,,,
43,2.0499069690704346,0.0006468470091931522,0.2049260139465332,,,,,,
44,2.042020320892334,0.0006405612220987678,0.20413798093795776,11.3905029296875,0.0007979371584951878,1.1389705340067546,,,
45,2.040342330932617,0.0006541527109220624,0.2039688378572464,,,,,,
46,2.047985553741455,0.000653317547403276,0.2047332227230072,8.015942891438803,0.0009255921468138695,0.8015017509460449,,,
47,2.0430045127868652,0.0006956401630304754,0.20423085987567902,,,,,,
48,2.0483570098876953,0.0006656816112808883,0.20476911962032318,9.712783177693685,0.0010301198344677687,0.9711751937866211,,,
49,2.0428714752197266,0.0006970177637413144,0.20421743392944336,,,,,,
50,2.0437517166137695,0.0006926112109795213,0.20430591702461243,9.446165084838867,0.0008973247992495695,0.944526751836141,,,
51,2.0436527729034424,0.0006823095609433949,0.2042970359325409,,,,,,
52,2.0409648418426514,0.0006773477653041482,0.20402875542640686,10.878509521484375,0.0008289325051009655,1.0877679983774822,,,
53,2.0450615882873535,0.0006761564873158932,0.20443853735923767,,,,,,
54,2.03501033782959,0.0006814501830376685,0.20343288779258728,9.772254943847656,0.0008246681342522303,0.9771429697672526,,,
55,2.0334391593933105,0.0006739857490174472,0.20327652990818024,,,,,,
56,2.044255495071411,0.0006774569628760219,0.2043578326702118,8.12991460164388,0.0008201339902977148,0.8129094441731771,,,
57,2.035928726196289,0.0006936269346624613,0.20352351665496826,,,,,,
58,2.030364751815796,0.000671648420393467,0.20296932756900787,9.807963053385416,0.0007951711304485798,0.980716864267985,,,
59,2.0314226150512695,0.0006812956416979432,0.2030741274356842,,,,,,
60,2.0259149074554443,0.0006752627086825669,0.20252394676208496,9.0591672261556,0.0008097440780450901,0.9058357874552408,,,
61,2.0264811515808105,0.0006559364846907556,0.20258250832557678,,,,,,
62,2.0334694385528564,0.0006418043049052358,0.20328277349472046,10.364799499511719,0.0007126741111278534,1.0364085833231609,,,
63,2.0286238193511963,0.0006317018996924162,0.2027992308139801,,,,,,
64,2.026190996170044,0.0006227478734217584,0.20255684852600098,8.980008443196615,0.0007365490309894085,0.8979271252950033,,,
65,2.020366668701172,0.0006206469843164086,0.20197460055351257,,,,,,
66,2.0187556743621826,0.0006347531452775002,0.20181208848953247,9.63255755106608,0.0007272757745037476,0.9631830851236979,,,
67,2.019458293914795,0.0006238187197595835,0.201883465051651,,,,,,
68,2.025364637374878,0.0006275459891185164,0.2024737000465393,10.123103459676107,0.0007113916023323933,1.012239138285319,,,
