epoch,train_loss,train_heatmap_loss,train_presence_loss,val_loss,val_heatmap_loss,val_presence_loss,test_loss,test_heatmap_loss,test_presence_loss
1,7.045004844665527,0.4281730651855469,0.661683201789856,,,,,,
2,3.040776491165161,0.09554704278707504,0.2945229411125183,7.4875030517578125,0.018556741376717884,0.7468946774800619,,,
3,1.1055214405059814,0.06457734853029251,0.10409440845251083,,,,,,
4,0.642784833908081,0.048830412328243256,0.0593954473733902,8.794620513916016,0.03543699781099955,0.8759183088938395,,,
5,0.446760356426239,0.020072178915143013,0.042668819427490234,,,,,,
6,0.35062628984451294,0.006474453955888748,0.03441518545150757,10.045544942220053,0.01337497184673945,1.0032169818878174,,,
7,0.30430153012275696,0.0033188224770128727,0.03009827248752117,,,,,,
8,0.26554015278816223,0.002622522646561265,0.02629176154732704,8.326567967732748,0.005176287765304248,0.8321391741434733,,,
9,0.2343856394290924,0.0027702120132744312,0.023161543533205986,,,,,,
10,0.2139039933681488,0.0024398237001150846,0.021146416664123535,7.7566178639729815,0.002304812582830588,0.7754313945770264,,,
11,0.20166735351085663,0.0024169343523681164,0.019925042986869812,,,,,,
12,0.1872667372226715,0.002008123556151986,0.0185258612036705,7.778191884358724,0.001815901758770148,0.7776376406351725,,,
13,0.1746348887681961,0.0019876910373568535,0.01726471818983555,,,,,,
14,0.16657686233520508,0.0019053085707128048,0.016467154026031494,7.7830759684244795,0.001789118784169356,0.7781287034352621,,,
15,0.154096782207489,0.0017337490571662784,0.015236303210258484,,,,,,
16,0.14632943272590637,0.0017173497471958399,0.014461208134889603,7.777240753173828,0.0018035850177208583,0.7775437037150065,,,
17,0.13918131589889526,0.0016068813856691122,0.013757443055510521,,,,,,
18,0.1337624341249466,0.0014785993844270706,0.013228382915258408,7.267129262288411,0.001832156131664912,0.7265297571818033,,,
19,0.12561599910259247,0.0016310415230691433,0.012398496270179749,,,,,,
20,0.11861121654510498,0.0015630286652594805,0.011704820208251476,7.638217290242513,0.0019403682090342045,0.7636276086171468,,,
21,0.11361624300479889,0.0015166385564953089,0.011209961026906967,,,,,,
22,0.10688731074333191,0.0014081301633268595,0.010547919198870659,9.388032913208008,0.0018740325855712097,0.9386159578959147,,,
23,0.10282929241657257,0.0014591064536944032,0.010137018747627735,,,,,,
24,0.09651307761669159,0.0012534402776509523,0.009525963105261326,8.533167521158854,0.0019921897910535336,0.8531175454457601,,,
25,0.0940154641866684,0.0014978812541812658,0.009251758456230164,,,,,,
26,0.08811844885349274,0.0014091520570218563,0.0086709288880229,7.282258987426758,0.0020739637936155,0.7280185222625732,,,
27,0.08368819952011108,0.001374291954562068,0.00823139026761055,,,,,,
28,0.08262868970632553,0.0014673774130642414,0.008116131648421288,8.276363372802734,0.0021432113523284593,0.8274219830830892,,,
29,0.07880318909883499,0.0013874059077352285,0.007741578854620457,,,,,,
30,0.07594466209411621,0.0013584267580881715,0.007458623498678207,9.077349344889322,0.002097847561041514,0.9075250625610352,,,
31,0.07350298762321472,0.0013701805146411061,0.007213281001895666,,,,,,
32,0.0693584755063057,0.001284159254282713,0.006807431578636169,7.883481343587239,0.0022691460326313972,0.788121223449707,,,
33,0.0688161700963974,0.0014324859948828816,0.006738368421792984,,,,,,
34,0.06630764901638031,0.001429443946108222,0.0064878202974796295,7.548481623331706,0.0023306007497012615,0.7546151479085287,,,
35,0.06207084655761719,0.001219636294990778,0.00608512107282877,,,,,,
36,0.06092728674411774,0.0012797391973435879,0.005964755080640316,7.9761918385823565,0.0023347019838790097,0.7973857720692953,,,
37,0.05959095060825348,0.0012787713203579187,0.005831217393279076,,,,,,
38,0.057578571140766144,0.0012654480524361134,0.005631312727928162,8.351641337076822,0.002395929768681526,0.8349246978759766,,,
39,0.05624105781316757,0.001339639420621097,0.0054901414550840855,,,,,,
40,0.05528814345598221,0.0014153907541185617,0.005387275479733944,8.35298983256022,0.0024184955594440303,0.8350570996602377,,,
41,0.05128829926252365,0.001139347325079143,0.005014895461499691,,,,,,
42,0.05179280787706375,0.001356964698061347,0.005043584853410721,8.130817413330078,0.00240573954458038,0.8128412564595541,,,
43,0.05050010234117508,0.0014051437610760331,0.004909495823085308,,,,,,
44,0.04806780815124512,0.001217991579324007,0.00468498095870018,8.346759160359701,0.0024300611888368926,0.8344329198201498,,,
45,0.046368248760700226,0.0011914597125723958,0.00451767910271883,,,,,,
46,0.04542769119143486,0.0012051211670041084,0.004422256723046303,8.32644271850586,0.0024735482099155584,0.8323969046274821,,,
47,0.04278908669948578,0.0010644745780155063,0.004172461107373238,,,,,,
48,0.042741380631923676,0.0011532498756423593,0.004158813040703535,8.604132970174154,0.0025316085666418076,0.8601601123809814,,,
49,0.042629946023225784,0.0012244557728990912,0.004140548873692751,,,,,,
50,0.04274637624621391,0.0012412548530846834,0.004150512162595987,10.145488103230795,0.0024431715719401836,1.014304558436076,,,
51,0.043442483991384506,0.0011947938473895192,0.004224769305437803,,,,,,
52,0.040006935596466064,0.0012359824031591415,0.0038770954124629498,8.689779917399088,0.002490594362219175,0.8687289555867513,,,
53,0.03936263173818588,0.0011854434851557016,0.00381771894171834,,,,,,
54,0.0444982573390007,0.001148920156992972,0.004334934055805206,13.154151916503906,0.0021539094547430673,1.3151996930440266,,,
55,0.044317103922367096,0.0010850687976926565,0.004323203582316637,,,,,,
56,0.04609506577253342,0.001173637923784554,0.004492143169045448,11.136390686035156,0.002114088429758946,1.1134277979532878,,,
57,0.057785965502262115,0.0011675956193357706,0.005661836825311184,,,,,,
58,0.07260380685329437,0.0011356984032317996,0.00714681064710021,7.992638270060222,0.0021374492595593133,0.7990501721700033,,,
59,0.08073966950178146,0.0011419944930821657,0.007959767244756222,,,,,,
60,0.06948617100715637,0.001171905780211091,0.00683142663910985,8.511077880859375,0.0018055681139230728,0.8509271939595541,,,
61,0.06932241469621658,0.0010957111371681094,0.006822669878602028,,,,,,
62,0.05514715984463692,0.0011898172087967396,0.005395733751356602,10.087586085001627,0.0017798296175897121,1.0085806051890056,,,
63,0.05324935168027878,0.0011641783639788628,0.005208516493439674,,,,,,
